,max_depth,sessions_count,sessions_typ_count
2978,5649,1,0
2979,5659,1,0
2980,5660,1,0
2981,5663,1,0
2982,5664,1,0
2983,5667,1,0
2984,5669,2,0
2985,5673,1,0
2986,5676,1,0
2987,5684,1,1
2988,5687,1,0
2989,5688,1,1
2990,5690,2,0
2991,5696,1,0
2992,5698,1,0
2993,5702,1,0
2994,5707,1,1
2995,5711,1,0
2996,5712,2,0
2997,5713,1,0
2998,5714,2,0
2999,5721,1,0
3000,5722,1,0
3001,5732,1,0
3002,5741,1,0
3003,5742,1,0
3004,5753,1,0
3005,5757,1,0
3006,5774,1,0
3007,5778,1,0
3008,5789,2,0
3009,5798,1,0
3010,5801,1,0
3011,5805,1,0
3012,5809,1,0
3013,5811,1,0
3014,5814,1,0
3015,5815,1,0
3016,5818,1,0
3017,5830,1,0
3018,5835,1,0
3019,5840,1,0
3020,5847,1,0
3021,5852,1,0
3022,5859,1,1
3023,5861,2,0
3024,5867,1,0
3025,5870,1,0
3026,5871,1,0
3027,5876,1,0
3028,5878,1,0
3029,5887,1,0
3030,5891,1,0
3031,5893,1,0
3032,5903,1,0
3033,5910,1,0
3034,5918,1,0
3035,5924,1,0
3036,5926,1,0
3037,5930,1,0
3038,5938,1,0
3039,5944,1,0
3040,5953,1,0
3041,5955,1,0
3042,5956,1,1
3043,5957,1,0
3044,5959,1,0
3045,5962,1,0
3046,5966,1,0
3047,5972,1,0
3048,5975,1,0
3049,5985,2,0
3050,5992,1,0
3051,5994,1,0
3052,6004,1,0
3053,6005,1,1
3054,6007,1,0
3055,6014,2,0
3056,6032,1,0
3057,6033,1,0
3058,6036,1,0
3059,6038,1,0
3060,6039,1,0
3061,6048,1,0
3062,6055,1,0
3063,6064,1,1
3064,6070,1,1
3065,6083,1,0
3066,6099,1,0
3067,6100,1,0
3068,6101,1,1
3069,6104,1,0
3070,6107,1,0
3071,6116,2,0
3072,6126,2,0
3073,6131,1,0
3074,6138,1,0
3075,6151,1,0
3076,6153,1,0
3077,6160,1,0
3078,6161,1,0
3079,6162,1,1
3080,6163,1,0
3081,6167,1,0
3082,6170,1,0
3083,6181,1,0
3084,6182,1,0
3085,6191,1,0
3086,6195,1,0
3087,6199,1,0
3088,6209,1,0
3089,6213,1,0
3090,6235,1,0
3091,6243,1,0
3092,6258,1,0
3093,6259,1,0
3094,6267,1,0
3095,6274,1,0
3096,6281,1,0
3097,6288,1,0
3098,6295,1,0
3099,6309,1,0
3100,6335,1,0
3101,6337,1,0
3102,6358,2,0
3103,6359,1,0
3104,6360,1,1
3105,6377,1,0
3106,6381,1,0
3107,6387,1,0
3108,6388,1,0
3109,6411,2,0
3110,6426,2,1
3111,6428,1,0
3112,6435,1,0
3113,6438,2,1
3114,6441,1,0
3115,6455,1,0
3116,6475,2,0
3117,6477,1,0
3118,6478,1,0
3119,6479,1,0
3120,6513,1,1
3121,6515,1,0
3122,6519,1,0
3123,6547,1,0
3124,6549,2,0
3125,6558,1,0
3126,6561,1,0
3127,6564,1,0
3128,6565,1,0
3129,6572,1,0
3130,6574,1,0
3131,6575,1,0
3132,6583,1,0
3133,6596,1,0
3134,6606,1,0
3135,6627,2,0
3136,6631,1,0
3137,6636,1,0
3138,6640,1,0
3139,6641,1,0
3140,6644,2,0
3141,6656,1,0
3142,6658,1,0
3143,6659,1,0
3144,6670,1,0
3145,6673,2,0
3146,6679,1,0
3147,6685,1,1
3148,6687,1,0
3149,6688,1,0
3150,6694,1,0
3151,6702,1,0
3152,6705,1,0
3153,6716,1,0
3154,6720,2,0
3155,6723,1,0
3156,6735,2,0
3157,6737,1,0
3158,6740,1,0
3159,6746,1,0
3160,6752,1,0
3161,6757,1,0
3162,6761,1,0
3163,6762,1,0
3164,6769,1,0
3165,6786,1,0
3166,6790,2,0
3167,6812,1,0
3168,6814,1,0
3169,6816,1,1
3170,6817,1,0
3171,6823,1,0
3172,6835,1,0
3173,6852,1,0
3174,6853,1,0
3175,6855,1,0
3176,6861,1,0
3177,6862,1,0
3178,6866,2,0
3179,6888,1,0
3180,6898,1,0
3181,6900,1,0
3182,6904,1,0
3183,6906,1,0
3184,6909,1,0
3185,6913,1,0
3186,6919,1,0
3187,6921,1,0
3188,6923,1,0
3189,6940,1,0
3190,6942,1,0
3191,6950,1,0
3192,6953,1,0
3193,6955,1,1
3194,6959,2,0
3195,6962,1,0
3196,6963,1,0
3197,6972,1,0
3198,6974,1,0
3199,6975,1,0
3200,6976,1,1
3201,6995,1,0
3202,6998,1,0
3203,7002,1,0
3204,7005,1,0
3205,7016,1,0
3206,7025,1,0
3207,7039,1,0
3208,7041,1,0
3209,7045,1,0
3210,7053,1,0
3211,7059,1,0
3212,7084,1,0
3213,7091,1,0
3214,7093,1,0
3215,7096,1,0
3216,7112,1,0
3217,7122,1,0
3218,7126,1,0
3219,7128,1,1
3220,7136,1,0
3221,7140,1,0
3222,7148,1,0
3223,7149,1,0
3224,7155,2,0
3225,7158,1,0
3226,7162,1,0
3227,7164,1,0
3228,7165,1,0
3229,7168,1,1
3230,7171,1,0
3231,7182,1,0
3232,7189,1,0
3233,7208,1,0
3234,7221,1,0
3235,7227,1,0
3236,7236,1,0
3237,7239,1,0
3238,7240,2,0
3239,7249,1,0
3240,7250,1,0
3241,7264,1,0
3242,7268,1,0
3243,7273,1,0
3244,7282,1,0
3245,7298,1,0
3246,7307,1,0
3247,7322,1,0
3248,7324,1,0
3249,7333,1,0
3250,7341,1,0
3251,7350,1,0
3252,7356,1,0
3253,7359,2,0
3254,7362,1,0
3255,7374,1,0
3256,7375,1,0
3257,7377,1,0
3258,7383,1,0
3259,7389,1,0
3260,7406,1,0
3261,7414,1,0
3262,7438,1,0
3263,7441,1,0
3264,7443,1,0
3265,7453,1,0
3266,7460,1,0
3267,7486,1,0
3268,7489,1,0
3269,7493,1,0
3270,7500,1,1
3271,7502,1,1
3272,7504,1,0
3273,7506,1,0
3274,7507,1,0
3275,7522,1,0
3276,7527,1,0
3277,7546,1,0
3278,7554,1,0
3279,7561,1,0
3280,7565,1,0
3281,7578,1,0
3282,7609,1,0
3283,7610,1,0
3284,7614,1,0
3285,7620,1,0
3286,7625,1,0
3287,7638,1,0
3288,7643,1,0
3289,7663,2,1
3290,7684,1,1
3291,7685,1,0
3292,7712,1,0
3293,7746,1,1
3294,7749,1,1
3295,7750,1,0
3296,7751,1,1
3297,7754,1,0
3298,7755,1,1
3299,7761,1,1
3300,7762,1,0
3301,7773,1,0
3302,7777,1,0
3303,7779,1,0
3304,7787,1,1
3305,7788,1,1
3306,7792,1,0
3307,7796,1,0
3308,7808,1,0
3309,7817,2,0
3310,7821,1,0
3311,7827,1,0
3312,7833,1,0
3313,7840,1,0
3314,7844,1,0
3315,7862,1,0
3316,7863,1,0
3317,7864,1,0
3318,7876,1,0
3319,7882,1,0
3320,7894,1,0
3321,7903,1,0
3322,7905,2,0
3323,7906,2,0
3324,7913,1,0
3325,7918,1,0
3326,7922,1,0
3327,7924,1,1
3328,7946,1,0
3329,7947,1,0
3330,7949,1,1
3331,7953,1,0
3332,7955,1,1
3333,7961,1,0
3334,7964,1,0
3335,7969,1,0
3336,7973,1,0
3337,7976,2,0
3338,7983,1,0
3339,7986,1,0
3340,7997,1,1
3341,8012,1,0
3342,8032,1,0
3343,8034,1,0
3344,8039,1,0
3345,8065,1,0
3346,8067,1,0
3347,8073,1,0
3348,8081,1,0
3349,8091,1,0
3350,8093,1,0
3351,8095,1,0
3352,8105,1,0
3353,8113,2,0
3354,8122,1,0
3355,8129,1,0
3356,8143,1,0
3357,8145,1,1
3358,8146,1,0
3359,8163,1,0
3360,8166,1,0
3361,8169,1,0
3362,8188,1,0
3363,8189,2,1
3364,8206,1,0
3365,8207,1,0
3366,8227,1,0
3367,8230,1,0
3368,8243,1,0
3369,8251,1,0
3370,8252,1,0
3371,8256,1,0
3372,8265,1,0
3373,8277,1,0
3374,8285,1,0
3375,8286,1,0
3376,8290,1,0
3377,8347,1,1
3378,8358,1,0
3379,8360,1,0
3380,8369,1,1
3381,8371,1,0
3382,8373,1,0
3383,8380,1,0
3384,8381,1,0
3385,8389,2,0
3386,8403,1,0
3387,8436,2,0
3388,8437,1,0
3389,8471,1,0
3390,8482,1,1
3391,8486,1,0
3392,8496,1,0
3393,8513,1,0
3394,8517,1,0
3395,8518,1,0
3396,8522,1,1
3397,8534,1,0
3398,8538,1,0
3399,8546,1,0
3400,8560,1,0
3401,8563,1,0
3402,8570,1,0
3403,8575,1,0
3404,8587,1,0
3405,8589,1,0
3406,8591,1,1
3407,8601,1,0
3408,8613,1,0
3409,8617,1,1
3410,8625,1,1
3411,8628,1,0
3412,8670,1,0
3413,8689,1,0
3414,8708,1,0
3415,8710,1,0
3416,8723,1,1
3417,8737,1,0
3418,8744,1,0
3419,8755,1,0
3420,8766,1,0
3421,8773,1,0
3422,8787,1,0
3423,8789,1,0
3424,8798,1,0
3425,8808,1,0
3426,8855,1,0
3427,8856,1,0
3428,8858,1,0
3429,8860,1,0
3430,8884,1,0
3431,8903,1,0
3432,8905,1,0
3433,8908,1,0
3434,8913,1,0
3435,8918,1,0
3436,8925,1,0
3437,8926,1,0
3438,8950,1,0
3439,8959,1,0
3440,8985,1,0
3441,8991,1,0
3442,9006,1,1
3443,9014,1,1
3444,9024,1,0
3445,9047,1,0
3446,9051,1,0
3447,9052,1,0
3448,9059,1,0
3449,9060,1,1
3450,9066,1,0
3451,9072,1,0
3452,9088,1,0
3453,9091,1,0
3454,9100,1,0
3455,9109,1,0
3456,9112,1,0
3457,9125,1,0
3458,9126,1,0
3459,9140,1,0
3460,9145,1,0
3461,9153,1,0
3462,9154,1,1
3463,9158,2,1
3464,9163,3,1
3465,9164,1,0
3466,9170,1,0
3467,9176,1,0
3468,9178,1,0
3469,9180,1,0
3470,9211,1,0
3471,9217,1,0
3472,9233,1,0
3473,9264,1,0
3474,9276,1,0
3475,9283,1,0
3476,9284,1,0
3477,9297,1,0
3478,9313,1,1
3479,9314,1,1
3480,9318,1,0
3481,9319,1,0
3482,9332,1,0
3483,9334,1,1
3484,9347,1,0
3485,9348,1,0
3486,9352,1,1
3487,9356,1,1
3488,9371,1,0
3489,9376,1,0
3490,9377,1,1
3491,9379,1,0
3492,9396,1,0
3493,9402,1,0
3494,9404,1,0
3495,9406,1,0
3496,9410,1,0
3497,9442,1,1
3498,9474,1,1
3499,9494,1,0
3500,9512,1,0
3501,9525,2,0
3502,9526,1,0
3503,9549,1,1
3504,9554,1,0
3505,9567,1,0
3506,9572,1,0
3507,9574,1,0
3508,9576,1,0
3509,9577,1,0
3510,9602,1,0
3511,9604,1,0
3512,9609,1,0
3513,9619,1,0
3514,9621,1,0
3515,9623,1,0
3516,9633,1,0
3517,9654,1,0
3518,9663,2,0
3519,9672,1,0
3520,9730,1,0
3521,9734,1,1
3522,9739,1,0
3523,9740,1,1
3524,9744,1,0
3525,9750,1,1
3526,9751,1,1
3527,9764,1,0
3528,9769,1,0
3529,9787,1,0
3530,9789,1,0
3531,9807,1,0
3532,9821,1,0
3533,9834,1,0
3534,9838,1,0
3535,9841,1,0
3536,9856,1,0
3537,9860,2,0
3538,9884,1,0
3539,9914,1,0
3540,9945,1,0
3541,9955,1,0
3542,9968,1,0
3543,9983,1,0
3544,9987,1,0
3545,10005,1,0
3546,10008,1,0
3547,10013,1,0
3548,10032,1,0
3549,10045,1,1
3550,10046,1,0
3551,10058,2,0
3552,10092,1,0
3553,10102,1,0
3554,10105,1,0
3555,10114,1,0
3556,10158,1,0
3557,10169,1,0
3558,10171,1,0
3559,10172,1,0
3560,10180,1,0
3561,10196,1,0
3562,10223,1,0
3563,10231,1,0
3564,10233,1,0
3565,10242,1,0
3566,10261,1,0
3567,10282,1,0
3568,10283,1,0
3569,10287,1,0
3570,10306,1,0
3571,10308,1,0
3572,10316,1,0
3573,10317,1,0
3574,10324,1,0
3575,10333,1,0
3576,10360,1,0
3577,10382,1,0
3578,10419,2,0
3579,10422,1,1
3580,10424,1,0
3581,10425,1,0
3582,10426,1,1
3583,10427,1,0
3584,10433,1,0
3585,10447,1,1
3586,10462,1,1
3587,10475,1,0
3588,10480,1,0
3589,10491,2,0
3590,10499,1,1
3591,10518,1,1
3592,10529,1,1
3593,10532,1,0
3594,10542,1,0
3595,10561,1,1
3596,10562,1,0
3597,10567,1,0
3598,10587,1,0
3599,10595,1,0
3600,10610,1,0
3601,10612,1,0
3602,10619,2,0
3603,10621,1,0
3604,10630,2,0
3605,10632,1,0
3606,10640,1,0
3607,10648,1,0
3608,10658,1,0
3609,10665,1,0
3610,10667,1,0
3611,10680,1,0
3612,10701,1,1
3613,10726,1,0
3614,10732,1,0
3615,10745,1,0
3616,10749,1,0
3617,10757,1,0
3618,10789,1,0
3619,10799,1,0
3620,10827,1,0
3621,10832,1,0
3622,10845,1,0
3623,10847,1,0
3624,10848,1,0
3625,10870,1,0
3626,10873,1,0
3627,10895,1,0
3628,10903,1,0
3629,10909,1,0
3630,10915,1,1
3631,10951,1,0
3632,11011,1,0
3633,11060,1,0
3634,11068,1,0
3635,11095,1,0
3636,11111,1,0
3637,11113,2,0
3638,11114,1,0
3639,11137,1,0
3640,11149,1,0
3641,11152,1,1
3642,11169,1,0
3643,11185,1,0
3644,11199,1,0
3645,11201,1,0
3646,11205,1,0
3647,11207,1,0
3648,11213,1,0
3649,11288,1,0
3650,11328,1,0
3651,11334,1,0
3652,11351,1,0
3653,11353,1,0
3654,11364,1,0
3655,11373,1,0
3656,11377,1,0
3657,11385,1,0
3658,11401,1,0
3659,11415,1,1
3660,11420,1,1
3661,11454,1,1
3662,11456,1,0
3663,11460,1,0
3664,11481,1,0
3665,11483,1,0
3666,11491,1,0
3667,11494,1,0
3668,11506,1,0
3669,11511,1,0
3670,11513,1,0
3671,11521,1,0
3672,11522,1,0
3673,11523,1,0
3674,11536,1,0
3675,11591,1,0
3676,11596,1,0
3677,11615,1,0
3678,11617,1,0
3679,11621,1,1
3680,11645,1,0
3681,11673,1,1
3682,11702,1,0
3683,11716,1,0
3684,11729,1,0
3685,11735,1,0
3686,11739,1,0
3687,11806,1,0
3688,11816,1,0
3689,11825,1,0
3690,11843,1,0
3691,11869,1,0
3692,11870,1,0
3693,11881,1,0
3694,11882,1,0
3695,11886,1,0
3696,11895,1,0
3697,11901,1,0
3698,11945,1,1
3699,11952,1,0
3700,11955,1,0
3701,11986,1,0
3702,12037,1,0
3703,12054,1,0
3704,12083,1,0
3705,12112,1,0
3706,12141,1,0
3707,12148,1,0
3708,12201,1,0
3709,12220,1,0
3710,12260,1,0
3711,12278,1,0
3712,12280,1,0
3713,12285,1,0
3714,12299,1,0
3715,12301,1,0
3716,12322,1,0
3717,12335,1,0
3718,12338,1,1
3719,12358,1,0
3720,12363,1,0
3721,12383,1,0
3722,12386,2,0
3723,12396,1,0
3724,12399,1,0
3725,12402,2,1
3726,12409,1,0
3727,12432,1,0
3728,12437,1,0
3729,12441,2,0
3730,12449,1,0
3731,12450,1,1
3732,12471,1,0
3733,12478,1,0
3734,12485,1,0
3735,12495,2,0
3736,12523,1,0
3737,12539,2,0
3738,12541,1,0
3739,12543,1,0
3740,12557,1,0
3741,12577,1,0
3742,12595,1,0
3743,12596,1,0
3744,12613,1,0
3745,12638,1,0
3746,12720,1,0
3747,12732,1,0
3748,12741,1,0
3749,12742,1,0
3750,12746,1,0
3751,12766,1,0
3752,12771,1,0
3753,12783,1,0
3754,12788,1,0
3755,12811,1,0
3756,12825,1,0
3757,12834,1,0
3758,12838,1,0
3759,12858,1,0
3760,12861,1,0
3761,12871,1,0
3762,12873,1,0
3763,12892,1,0
3764,12893,1,0
3765,12936,1,1
3766,12942,1,1
3767,12944,1,0
3768,12975,1,0
3769,13008,1,0
3770,13030,1,0
3771,13031,1,0
3772,13033,1,0
3773,13035,1,0
3774,13062,1,0
3775,13065,1,0
3776,13068,1,0
3777,13079,1,0
3778,13150,1,0
3779,13165,1,1
3780,13166,1,0
3781,13169,1,0
3782,13173,1,0
3783,13186,2,0
3784,13193,1,0
3785,13202,1,0
3786,13206,1,0
3787,13242,1,0
3788,13289,1,1
3789,13298,1,1
3790,13320,1,0
3791,13321,1,0
3792,13332,1,1
3793,13333,1,0
3794,13394,1,0
3795,13410,1,0
3796,13426,1,0
3797,13444,1,0
3798,13445,1,0
3799,13460,1,0
3800,13461,1,0
3801,13477,1,0
3802,13483,1,1
3803,13492,1,0
3804,13493,1,0
3805,13535,1,0
3806,13576,1,0
3807,13596,1,0
3808,13599,1,0
3809,13622,1,0
3810,13649,1,1
3811,13677,1,0
3812,13698,1,0
3813,13729,1,0
3814,13730,1,0
3815,13738,1,0
3816,13752,1,1
3817,13768,1,0
3818,13769,1,0
3819,13789,1,0
3820,13795,1,0
3821,13821,1,0
3822,13849,1,0
3823,13854,1,0
3824,13859,1,0
3825,13863,1,0
3826,13870,1,0
3827,13882,1,0
3828,13887,1,0
3829,13908,1,0
3830,13910,1,0
3831,13924,1,0
3832,13925,1,0
3833,13940,1,0
3834,13963,1,0
3835,13972,1,1
3836,13996,1,0
3837,14010,1,0
3838,14023,1,1
3839,14029,1,0
3840,14034,1,0
3841,14089,1,0
3842,14118,1,0
3843,14159,2,0
3844,14179,1,1
3845,14190,1,0
3846,14191,1,0
3847,14195,1,0
3848,14207,1,1
3849,14231,1,0
3850,14241,1,0
3851,14263,1,0
3852,14268,1,0
3853,14299,1,1
3854,14312,1,0
3855,14391,1,0
3856,14409,1,0
3857,14455,1,0
3858,14468,1,0
3859,14508,1,1
3860,14603,1,0
3861,14632,1,0
3862,14649,1,0
3863,14670,1,0
3864,14725,1,0
3865,14737,1,0
3866,14742,1,0
3867,14751,1,0
3868,14765,1,0
3869,14794,1,0
3870,14796,1,0
3871,14819,1,0
3872,14822,1,0
3873,14823,1,0
3874,14824,1,0
3875,14901,1,0
3876,14915,1,0
3877,14926,1,0
3878,14928,1,0
3879,14933,1,0
3880,14934,1,0
3881,14964,1,0
3882,14965,1,1
3883,14968,1,1
3884,14998,1,0
3885,14999,1,0
3886,15026,1,0
3887,15046,1,0
3888,15073,1,0
3889,15086,1,0
3890,15093,1,0
3891,15099,1,0
3892,15122,1,0
3893,15124,1,0
3894,15128,1,0
3895,15155,1,0
3896,15168,1,0
3897,15276,1,0
3898,15292,1,0
3899,15296,1,0
3900,15312,1,0
3901,15328,1,0
3902,15335,1,0
3903,15342,1,0
3904,15352,1,0
3905,15363,1,0
3906,15365,1,0
3907,15389,1,0
3908,15393,1,0
3909,15400,1,0
3910,15414,1,0
3911,15431,1,1
3912,15449,1,0
3913,15505,1,1
3914,15509,1,0
3915,15510,1,1
3916,15563,1,0
3917,15569,1,0
3918,15583,1,0
3919,15646,1,1
3920,15705,1,0
3921,15761,1,0
3922,15762,1,0
3923,15778,1,0
3924,15785,1,0
3925,15801,1,0
3926,15844,1,0
3927,15847,1,0
3928,15873,1,0
3929,15876,1,0
3930,15990,1,0
3931,15998,1,0
3932,16060,1,1
3933,16081,1,0
3934,16110,1,0
3935,16115,1,0
3936,16129,1,0
3937,16187,1,0
3938,16256,1,0
3939,16259,1,1
3940,16278,2,0
3941,16280,1,0
3942,16305,1,0
3943,16311,1,0
3944,16375,1,0
3945,16397,1,0
3946,16430,1,0
3947,16454,1,0
3948,16456,1,1
3949,16473,1,0
3950,16480,1,0
3951,16488,1,0
3952,16509,1,0
3953,16521,1,0
3954,16540,1,0
3955,16592,1,0
3956,16594,1,0
3957,16611,1,1
3958,16621,1,0
3959,16626,1,0
3960,16648,1,1
3961,16792,1,0
3962,16793,1,0
3963,16817,1,0
3964,16839,1,0
3965,16954,1,0
3966,16965,1,0
3967,16999,1,0
3968,17011,1,0
3969,17048,1,0
3970,17059,1,0
3971,17087,1,0
3972,17093,1,0
3973,17106,1,0
3974,17130,1,0
3975,17147,1,0
3976,17168,1,0
3977,17172,1,0
3978,17186,1,0
3979,17236,1,0
3980,17246,1,0
3981,17262,1,1
3982,17264,1,0
3983,17419,2,0
3984,17430,1,0
3985,17431,1,0
3986,17492,1,0
3987,17585,1,0
3988,17590,1,0
3989,17596,1,0
3990,17627,1,1
3991,17645,1,0
3992,17646,1,0
3993,17650,1,0
3994,17703,1,0
3995,17721,1,1
3996,17759,1,0
3997,17760,1,1
3998,17761,1,0
3999,17835,1,0
4000,17870,1,0
4001,17900,1,0
4002,17945,1,0
4003,17956,1,0
4004,17964,1,0
4005,17969,1,0
4006,17992,1,0
4007,17996,1,0
4008,18042,1,0
4009,18060,1,0
4010,18080,1,0
4011,18081,1,0
4012,18084,1,0
4013,18101,1,0
4014,18141,1,0
4015,18179,1,0
4016,18194,1,0
4017,18285,1,0
4018,18369,1,0
4019,18385,1,0
4020,18397,1,0
4021,18408,1,0
4022,18411,1,0
4023,18452,1,0
4024,18455,1,0
4025,18478,2,1
4026,18490,1,1
4027,18523,1,0
4028,18681,1,0
4029,18712,1,0
4030,18737,1,0
4031,18747,1,0
4032,18774,1,0
4033,18799,1,1
4034,18800,1,0
4035,18821,1,0
4036,18866,1,0
4037,18876,1,0
4038,18996,1,0
4039,19025,1,0
4040,19026,1,0
4041,19054,1,0
4042,19119,1,0
4043,19120,1,0
4044,19129,1,0
4045,19162,1,1
4046,19175,1,0
4047,19253,1,0
4048,19258,1,0
4049,19269,1,0
4050,19271,1,0
4051,19324,1,1
4052,19328,1,0
4053,19382,1,0
4054,19388,1,0
4055,19398,1,1
4056,19458,1,0
4057,19486,1,0
4058,19548,1,0
4059,19556,1,0
4060,19730,1,0
4061,19732,1,0
4062,19748,1,0
4063,19789,1,0
4064,19796,1,0
4065,19852,1,0
4066,19894,1,0
4067,19919,1,0
4068,19934,1,0
4069,19947,1,1
4070,20065,1,0
4071,20084,1,0
4072,20165,1,0
4073,20214,1,0
4074,20246,1,0
4075,20285,1,0
4076,20290,1,0
4077,20295,1,0
4078,20304,1,1
4079,20321,1,0
4080,20351,1,0
4081,20354,2,0
4082,20375,1,0
4083,20416,1,0
4084,20540,1,0
4085,20541,2,0
4086,20667,1,0
4087,20870,1,0
4088,20896,1,0
4089,20943,1,0
4090,20976,1,1
4091,21050,1,0
4092,21057,1,0
4093,21089,1,0
4094,21103,1,0
4095,21120,1,0
4096,21201,1,0
4097,21204,1,0
4098,21231,1,0
4099,21245,1,0
4100,21248,1,0
4101,21292,1,0
4102,21345,1,0
4103,21484,1,0
4104,21493,1,0
4105,21541,1,0
4106,21552,1,0
4107,21559,2,0
4108,21562,1,0
4109,21608,1,0
4110,21623,1,0
4111,21663,1,0
4112,21669,1,0
4113,21687,1,0
4114,21724,1,0
4115,21727,1,0
4116,21768,1,1
4117,21784,1,0
4118,21807,1,0
4119,21894,1,0
4120,21901,1,0
4121,21995,1,0
4122,22050,1,0
4123,22053,1,0
4124,22085,1,0
4125,22106,1,0
4126,22115,1,1
4127,22180,1,0
4128,22294,1,0
4129,22326,2,0
4130,22330,1,0
4131,22344,1,0
4132,22352,1,0
4133,22387,1,0
4134,22404,1,0
4135,22428,1,0
4136,22516,1,0
4137,22560,1,0
4138,22571,1,0
4139,22629,1,0
4140,22758,1,0
4141,22783,1,0
4142,22788,1,0
4143,22793,1,0
4144,22794,1,0
4145,22800,1,0
4146,22935,1,0
4147,23018,1,0
4148,23124,1,0
4149,23159,1,0
4150,23183,1,0
4151,23288,1,0
4152,23342,1,1
4153,23356,1,0
4154,23367,1,0
4155,23429,1,0
4156,23615,1,0
4157,23617,1,0
4158,23632,1,0
4159,23730,1,0
4160,23750,1,0
4161,23763,1,0
4162,23812,1,0
4163,23876,1,0
4164,23942,1,0
4165,23998,1,0
4166,24004,1,0
4167,24011,1,0
4168,24033,1,0
4169,24057,1,0
4170,24092,1,1
4171,24096,1,0
4172,24146,1,0
4173,24214,1,0
4174,24217,1,0
4175,24226,1,1
4176,24290,1,0
4177,24313,1,0
4178,24334,1,0
4179,24387,1,0
4180,24448,1,0
4181,24471,1,0
4182,24504,1,0
4183,24543,1,0
4184,24578,1,0
4185,24688,1,0
4186,24732,1,0
4187,24736,1,1
4188,24806,1,0
4189,24881,1,0
4190,24983,1,0
4191,25001,1,0
4192,25018,1,0
4193,25040,1,0
4194,25053,1,0
4195,25240,1,0
4196,25249,1,0
4197,25261,1,0
4198,25263,1,0
4199,25338,1,0
4200,25353,1,0
4201,25397,1,0
4202,25404,1,0
4203,25440,1,0
4204,25462,1,0
4205,25467,1,0
4206,25474,1,0
4207,25475,1,0
4208,25488,1,1
4209,25524,1,0
4210,25554,1,0
4211,25572,1,1
4212,25624,1,1
4213,25663,1,0
4214,25685,1,0
4215,25788,1,0
4216,25803,1,0
4217,25939,1,0
4218,25989,1,0
4219,26084,1,1
4220,26104,1,0
4221,26145,1,0
4222,26180,1,0
4223,26184,1,0
4224,26209,1,0
4225,26249,1,0
4226,26287,1,0
4227,26293,1,0
4228,26307,1,0
4229,26386,1,0
4230,26402,1,0
4231,26443,1,1
4232,26483,1,0
4233,26536,1,0
4234,26537,1,0
4235,26544,1,0
4236,26546,1,0
4237,26571,1,0
4238,26586,1,0
4239,26588,1,0
4240,26662,1,0
4241,26685,1,0
4242,26773,1,0
4243,26776,1,1
4244,26808,1,0
4245,26930,1,0
4246,26964,1,0
4247,26986,1,0
4248,27006,1,0
4249,27107,1,0
4250,27116,1,1
4251,27131,1,0
4252,27153,1,0
4253,27170,1,0
4254,27176,1,0
4255,27207,1,0
4256,27266,1,0
4257,27285,1,0
4258,27305,1,0
4259,27485,1,0
4260,27640,1,0
4261,27656,1,0
4262,27695,1,0
4263,27729,1,0
4264,27773,1,0
4265,27811,1,0
4266,27849,1,0
4267,27900,1,0
4268,27955,1,0
4269,27962,1,1
4270,28010,1,0
4271,28012,1,0
4272,28040,1,0
4273,28079,1,0
4274,28113,1,0
4275,28174,1,0
4276,28238,1,0
4277,28269,1,0
4278,28319,1,0
4279,28339,1,0
4280,28370,1,0
4281,28403,1,0
4282,28404,1,0
4283,28435,1,0
4284,28497,1,1
4285,28501,1,0
4286,28530,1,0
4287,28536,1,0
4288,28605,1,1
4289,28661,1,0
4290,28738,1,0
4291,28778,1,0
4292,28837,1,0
4293,28909,1,0
4294,28944,1,0
4295,28956,1,0
4296,28980,1,0
4297,29147,1,0
4298,29210,1,0
4299,29291,1,0
4300,29342,1,0
4301,29480,1,0
4302,29524,1,0
4303,29624,1,0
4304,29933,1,0
4305,30357,1,0
4306,30382,1,0
4307,30410,1,0
4308,30463,1,1
4309,30545,1,0
4310,30615,1,0
4311,30620,1,0
4312,30630,1,0
4313,30699,1,0
4314,30891,1,0
4315,30947,1,0
4316,31037,1,0
4317,31102,1,0
4318,31121,1,0
4319,31195,1,0
4320,31196,1,0
4321,31211,1,0
4322,31341,1,0
4323,31357,1,0
4324,31377,1,0
4325,31428,1,0
4326,31432,1,0
4327,31450,1,0
4328,31484,1,0
4329,31488,1,0
4330,31632,1,0
4331,31731,1,0
4332,31746,1,0
4333,31767,1,0
4334,31770,1,0
4335,31788,1,0
4336,31875,1,0
4337,31882,1,1
4338,31957,1,0
4339,32034,1,0
4340,32292,1,0
4341,32293,1,0
4342,32310,1,0
4343,32348,1,0
4344,32829,1,0
4345,32855,1,0
4346,32862,1,1
4347,32921,1,0
4348,33119,1,0
4349,33201,1,0
4350,33227,1,0
4351,33344,1,0
4352,33417,1,0
4353,33504,1,0
4354,33841,1,0
4355,33918,1,0
4356,33934,1,0
4357,34008,1,0
4358,34052,1,0
4359,34086,1,0
4360,34145,1,0
4361,34160,1,0
4362,34279,1,0
4363,34290,1,0
4364,34368,1,0
4365,34505,1,0
4366,34705,1,0
4367,34770,1,0
4368,34824,1,0
4369,34826,1,0
4370,35016,1,0
4371,35172,1,1
4372,35212,1,0
4373,35412,1,0
4374,35481,1,1
