,max_depth,sessions_count,sessions_typ_count
1581,1782,2,1
1582,1783,2,0
1583,1784,1,1
1584,1788,1,1
1585,1789,1,0
1586,1791,2,0
1587,1792,1,0
1588,1793,1,0
1589,1794,1,0
1590,1795,1,0
1591,1796,1,0
1592,1797,2,0
1593,1800,1,0
1594,1804,2,0
1595,1805,1,0
1596,1806,3,0
1597,1807,2,0
1598,1808,2,0
1599,1810,2,0
1600,1811,1,0
1601,1812,2,0
1602,1814,3,0
1603,1815,1,0
1604,1816,1,0
1605,1817,1,0
1606,1818,1,0
1607,1819,1,0
1608,1820,1,0
1609,1821,1,1
1610,1824,1,0
1611,1825,1,0
1612,1827,2,0
1613,1828,1,0
1614,1829,2,0
1615,1830,2,1
1616,1831,1,1
1617,1832,2,0
1618,1834,2,1
1619,1836,1,0
1620,1838,2,0
1621,1839,1,0
1622,1842,1,0
1623,1843,1,0
1624,1845,1,0
1625,1846,1,0
1626,1847,1,0
1627,1849,1,0
1628,1850,2,0
1629,1852,1,0
1630,1854,2,1
1631,1856,2,0
1632,1857,1,1
1633,1861,2,0
1634,1862,3,1
1635,1863,1,0
1636,1864,2,0
1637,1865,2,1
1638,1866,2,1
1639,1867,1,0
1640,1869,2,0
1641,1870,1,0
1642,1871,2,0
1643,1872,1,0
1644,1874,1,0
1645,1875,1,1
1646,1877,1,0
1647,1879,1,0
1648,1880,1,1
1649,1883,1,0
1650,1887,1,0
1651,1888,1,0
1652,1889,1,1
1653,1890,1,0
1654,1897,1,0
1655,1898,1,0
1656,1901,1,0
1657,1902,1,0
1658,1903,3,1
1659,1904,1,0
1660,1908,1,0
1661,1910,2,1
1662,1911,3,0
1663,1912,1,0
1664,1913,1,0
1665,1914,1,0
1666,1915,2,0
1667,1917,2,0
1668,1918,1,0
1669,1919,1,0
1670,1920,1,0
1671,1921,2,1
1672,1922,1,0
1673,1924,2,0
1674,1925,3,0
1675,1927,2,0
1676,1928,1,0
1677,1929,2,0
1678,1932,2,0
1679,1933,2,0
1680,1935,1,0
1681,1936,3,0
1682,1940,3,0
1683,1942,1,0
1684,1943,3,0
1685,1945,1,0
1686,1947,1,0
1687,1948,1,0
1688,1950,2,0
1689,1956,1,0
1690,1957,1,0
1691,1958,1,0
1692,1961,2,0
1693,1962,3,0
1694,1963,1,0
1695,1964,2,0
1696,1966,1,0
1697,1967,1,0
1698,1968,2,0
1699,1978,1,1
1700,1980,3,0
1701,1986,1,0
1702,1988,1,0
1703,1991,1,0
1704,1992,1,0
1705,1994,1,1
1706,1995,1,0
1707,1999,1,0
1708,2001,2,0
1709,2002,1,0
1710,2006,3,0
1711,2007,2,0
1712,2008,1,0
1713,2010,1,0
1714,2011,1,0
1715,2012,1,0
1716,2014,1,0
1717,2015,3,0
1718,2018,1,0
1719,2021,1,0
1720,2022,2,0
1721,2025,1,0
1722,2031,1,0
1723,2032,2,0
1724,2036,2,0
1725,2037,1,1
1726,2038,1,0
1727,2040,3,0
1728,2042,2,0
1729,2043,2,0
1730,2044,1,0
1731,2045,2,0
1732,2050,1,0
1733,2051,3,0
1734,2052,1,0
1735,2053,1,0
1736,2055,1,0
1737,2056,2,0
1738,2057,1,0
1739,2058,2,0
1740,2060,1,0
1741,2061,2,0
1742,2064,1,0
1743,2068,1,0
1744,2069,2,1
1745,2071,1,0
1746,2072,1,0
1747,2076,1,0
1748,2078,1,0
1749,2080,1,0
1750,2081,4,0
1751,2084,1,0
1752,2085,2,2
1753,2086,4,0
1754,2087,1,1
1755,2088,3,0
1756,2089,1,0
1757,2090,1,0
1758,2091,3,0
1759,2092,1,0
1760,2093,2,0
1761,2094,1,0
1762,2096,1,0
1763,2097,2,0
1764,2098,1,0
1765,2099,2,0
1766,2100,2,1
1767,2101,1,0
1768,2102,1,0
1769,2104,1,0
1770,2105,1,0
1771,2107,1,0
1772,2108,1,0
1773,2109,1,0
1774,2110,1,0
1775,2113,4,1
1776,2115,3,1
1777,2117,2,0
1778,2118,2,0
1779,2121,3,2
1780,2123,1,0
1781,2127,1,0
1782,2128,2,0
1783,2129,3,0
1784,2130,1,1
1785,2131,3,0
1786,2133,1,0
1787,2134,3,0
1788,2136,2,0
1789,2138,1,0
1790,2139,1,0
1791,2141,1,0
1792,2142,1,0
1793,2144,2,0
1794,2145,2,0
1795,2148,1,0
1796,2149,1,0
1797,2155,3,0
1798,2156,1,0
1799,2159,1,0
1800,2160,1,0
1801,2163,3,1
1802,2165,1,0
1803,2171,1,0
1804,2172,2,0
1805,2175,2,1
1806,2176,1,0
1807,2177,1,1
1808,2179,1,0
1809,2180,1,0
1810,2183,1,0
1811,2184,1,0
1812,2185,2,1
1813,2188,2,0
1814,2189,1,0
1815,2190,1,0
1816,2193,2,0
1817,2194,1,0
1818,2195,1,1
1819,2197,1,0
1820,2198,1,0
1821,2199,1,0
1822,2200,1,0
1823,2201,1,0
1824,2205,2,0
1825,2206,1,0
1826,2211,3,0
1827,2212,1,0
1828,2214,1,0
1829,2215,1,0
1830,2216,1,0
1831,2217,1,1
1832,2219,2,0
1833,2220,2,0
1834,2222,1,0
1835,2224,3,0
1836,2225,1,1
1837,2227,1,0
1838,2229,1,0
1839,2230,2,0
1840,2231,1,0
1841,2232,2,1
1842,2233,2,0
1843,2234,1,0
1844,2235,1,0
1845,2238,1,0
1846,2240,3,0
1847,2242,1,1
1848,2243,1,0
1849,2244,2,0
1850,2246,1,0
1851,2247,1,0
1852,2248,1,0
1853,2249,3,0
1854,2252,1,0
1855,2255,1,0
1856,2256,1,0
1857,2258,1,0
1858,2259,1,0
1859,2262,1,0
1860,2263,1,0
1861,2264,1,0
1862,2267,1,1
1863,2270,2,0
1864,2274,1,0
1865,2275,2,0
1866,2276,1,1
1867,2278,1,0
1868,2279,1,0
1869,2280,1,0
1870,2281,1,0
1871,2282,1,0
1872,2283,1,0
1873,2284,2,0
1874,2285,2,0
1875,2286,2,0
1876,2288,1,0
1877,2289,1,0
1878,2290,1,0
1879,2294,2,0
1880,2295,2,0
1881,2296,1,0
1882,2303,1,0
1883,2306,1,0
1884,2309,2,0
1885,2310,1,0
1886,2313,1,0
1887,2314,1,0
1888,2315,1,0
1889,2316,1,0
1890,2317,2,0
1891,2318,1,0
1892,2319,4,0
1893,2322,2,0
1894,2323,1,0
1895,2328,2,0
1896,2329,1,0
1897,2331,1,0
1898,2334,2,0
1899,2336,1,0
1900,2337,1,0
1901,2339,1,0
1902,2340,2,0
1903,2341,1,0
1904,2344,1,0
1905,2345,2,0
1906,2346,1,0
1907,2347,1,0
1908,2350,2,0
1909,2354,2,0
1910,2356,1,0
1911,2358,1,0
1912,2359,2,0
1913,2360,2,0
1914,2362,1,0
1915,2364,1,0
1916,2366,2,0
1917,2368,1,0
1918,2372,1,0
1919,2376,3,0
1920,2380,1,0
1921,2382,1,0
1922,2387,1,0
1923,2388,2,0
1924,2389,2,0
1925,2390,2,0
1926,2391,1,0
1927,2392,1,0
1928,2393,1,0
1929,2394,1,1
1930,2395,4,0
1931,2396,1,0
1932,2397,1,0
1933,2398,1,0
1934,2400,1,0
1935,2403,1,0
1936,2405,1,0
1937,2406,2,0
1938,2407,1,0
1939,2408,1,0
1940,2412,1,1
1941,2413,1,0
1942,2417,1,0
1943,2421,1,1
1944,2423,1,0
1945,2424,1,0
1946,2427,1,0
1947,2430,1,0
1948,2431,2,0
1949,2432,1,0
1950,2433,3,0
1951,2434,3,1
1952,2435,1,0
1953,2436,1,0
1954,2437,2,0
1955,2443,1,0
1956,2446,1,1
1957,2448,3,1
1958,2451,1,0
1959,2453,1,0
1960,2454,1,0
1961,2455,1,0
1962,2457,1,0
1963,2458,2,0
1964,2460,1,0
1965,2465,1,0
1966,2468,2,1
1967,2475,2,0
1968,2476,1,0
1969,2477,1,1
1970,2478,1,0
1971,2479,2,0
1972,2480,2,0
1973,2481,1,1
1974,2482,1,0
1975,2486,1,0
1976,2489,1,1
1977,2492,2,0
1978,2493,1,0
1979,2494,1,0
1980,2497,1,1
1981,2500,1,0
1982,2504,1,0
1983,2505,1,0
1984,2506,1,0
1985,2507,1,0
1986,2509,1,0
1987,2511,2,0
1988,2512,1,0
1989,2514,1,0
1990,2515,1,0
1991,2518,1,0
1992,2519,1,0
1993,2521,1,0
1994,2522,1,0
1995,2523,2,0
1996,2525,1,0
1997,2528,2,0
1998,2531,1,0
1999,2532,1,0
2000,2533,1,0
2001,2535,1,0
2002,2541,1,0
2003,2542,1,0
2004,2544,1,0
2005,2546,2,1
2006,2551,1,0
2007,2552,2,1
2008,2554,1,0
2009,2558,2,0
2010,2559,2,0
2011,2560,1,0
2012,2562,1,0
2013,2577,1,0
2014,2579,1,0
2015,2580,2,0
2016,2584,1,0
2017,2586,1,0
2018,2588,1,1
2019,2589,2,0
2020,2590,1,1
2021,2599,1,0
2022,2601,1,0
2023,2602,1,0
2024,2603,1,0
2025,2604,1,0
2026,2609,1,0
2027,2615,2,1
2028,2617,1,0
2029,2620,1,0
2030,2624,1,0
2031,2625,1,0
2032,2629,1,0
2033,2630,1,0
2034,2631,1,0
2035,2632,1,0
2036,2633,1,0
2037,2634,1,0
2038,2641,2,0
2039,2643,1,0
2040,2645,1,0
2041,2646,2,1
2042,2650,3,0
2043,2651,1,0
2044,2653,1,0
2045,2656,1,0
2046,2658,3,0
2047,2661,2,1
2048,2663,1,0
2049,2669,1,0
2050,2675,1,0
2051,2681,1,0
2052,2682,1,0
2053,2683,1,0
2054,2684,2,0
2055,2685,1,0
2056,2686,2,0
2057,2687,1,0
2058,2689,1,0
2059,2691,2,0
2060,2692,2,0
2061,2693,1,0
2062,2694,1,0
2063,2697,2,0
2064,2700,2,0
2065,2703,1,0
2066,2704,3,1
2067,2706,1,0
2068,2708,2,1
2069,2710,1,0
2070,2713,2,0
2071,2714,1,0
2072,2715,1,0
2073,2717,1,0
2074,2721,1,0
2075,2724,2,0
2076,2725,2,0
2077,2726,2,0
2078,2736,1,0
2079,2737,2,0
2080,2741,1,0
2081,2742,1,0
2082,2743,3,0
2083,2746,2,0
2084,2747,1,0
2085,2748,1,0
2086,2749,1,0
2087,2750,1,0
2088,2754,1,0
2089,2756,2,0
2090,2758,1,1
2091,2759,1,0
2092,2760,1,0
2093,2761,1,0
2094,2763,1,0
2095,2769,1,0
2096,2771,2,0
2097,2772,1,0
2098,2773,1,0
2099,2774,1,0
2100,2780,1,0
2101,2781,1,0
2102,2782,1,0
2103,2784,1,0
2104,2785,1,0
2105,2789,1,0
2106,2790,1,0
2107,2797,1,0
2108,2798,1,0
2109,2800,1,0
2110,2803,1,0
2111,2804,1,1
2112,2805,1,0
2113,2807,1,0
2114,2808,1,0
2115,2810,1,0
2116,2811,1,1
2117,2816,1,0
2118,2817,1,0
2119,2818,1,0
2120,2819,1,0
2121,2820,2,0
2122,2821,1,0
2123,2822,1,0
2124,2830,1,0
2125,2833,1,1
2126,2837,1,0
2127,2840,1,0
2128,2841,1,0
2129,2843,1,0
2130,2846,1,0
2131,2848,1,0
2132,2849,1,0
2133,2850,2,0
2134,2851,1,0
2135,2854,1,0
2136,2855,2,0
2137,2857,1,1
2138,2861,1,0
2139,2863,1,0
2140,2864,2,0
2141,2866,2,0
2142,2868,1,1
2143,2871,1,0
2144,2876,1,0
2145,2878,1,0
2146,2883,1,0
2147,2885,1,0
2148,2888,2,0
2149,2892,1,0
2150,2894,1,1
2151,2899,1,0
2152,2900,1,0
2153,2906,1,0
2154,2910,2,1
2155,2912,1,0
2156,2916,1,0
2157,2917,2,1
2158,2922,1,0
2159,2923,1,0
2160,2928,2,0
2161,2930,1,0
2162,2935,1,0
2163,2937,2,1
2164,2938,1,0
2165,2939,1,1
2166,2940,2,0
2167,2941,1,0
2168,2943,1,0
2169,2944,1,1
2170,2946,1,0
2171,2949,2,1
2172,2950,1,0
2173,2957,2,0
2174,2959,1,0
2175,2967,1,0
2176,2968,2,1
2177,2971,1,0
2178,2974,2,0
2179,2983,1,0
2180,2985,1,0
2181,2992,1,1
2182,2994,1,0
2183,2995,1,0
2184,2997,1,0
2185,2998,1,0
2186,2999,1,0
2187,3002,1,0
2188,3008,1,0
2189,3009,1,0
2190,3012,1,0
2191,3014,1,1
2192,3018,1,0
2193,3020,2,0
2194,3021,1,0
2195,3023,1,0
2196,3027,2,0
2197,3029,1,0
2198,3030,1,0
2199,3031,2,0
2200,3034,1,0
2201,3035,1,0
2202,3036,1,0
2203,3038,2,0
2204,3039,1,0
2205,3041,1,0
2206,3042,1,0
2207,3044,1,0
2208,3046,1,0
2209,3048,2,0
2210,3049,2,0
2211,3050,1,0
2212,3051,1,0
2213,3054,1,0
2214,3055,1,0
2215,3056,2,1
2216,3057,1,0
2217,3058,1,0
2218,3061,1,0
2219,3063,1,0
2220,3064,1,1
2221,3067,1,0
2222,3069,1,0
2223,3070,3,0
2224,3071,2,0
2225,3074,1,0
2226,3075,1,0
2227,3076,1,0
2228,3078,1,0
2229,3079,1,0
2230,3080,1,0
2231,3083,1,0
2232,3084,1,0
2233,3087,1,1
2234,3090,1,0
2235,3091,1,0
2236,3093,2,0
2237,3101,1,1
2238,3102,1,0
2239,3103,1,0
2240,3104,2,0
2241,3105,3,0
2242,3106,1,0
2243,3107,1,0
2244,3111,2,0
2245,3120,1,0
2246,3121,1,0
2247,3124,2,0
2248,3128,1,0
2249,3129,1,0
2250,3131,2,1
2251,3132,1,0
2252,3135,1,0
2253,3136,1,0
2254,3137,1,0
2255,3140,1,0
2256,3142,1,0
2257,3147,1,0
2258,3148,1,0
2259,3150,2,0
2260,3159,1,0
2261,3161,2,0
2262,3162,2,2
2263,3166,1,0
2264,3169,1,0
2265,3170,1,0
2266,3171,1,0
2267,3172,1,0
2268,3173,1,0
2269,3174,2,0
2270,3175,1,0
2271,3180,2,2
2272,3181,1,0
2273,3183,1,0
2274,3184,2,0
2275,3189,1,0
2276,3191,1,0
2277,3201,1,0
2278,3202,1,0
2279,3205,1,0
2280,3207,1,0
2281,3208,1,0
2282,3209,1,0
2283,3210,1,0
2284,3211,1,0
2285,3212,1,0
2286,3213,1,0
2287,3216,1,0
2288,3223,1,0
2289,3224,1,0
2290,3226,1,0
2291,3227,4,0
2292,3229,1,1
2293,3231,1,0
2294,3234,1,0
2295,3239,2,1
2296,3240,1,0
2297,3242,1,0
2298,3244,1,0
2299,3247,1,0
2300,3248,1,0
2301,3250,1,0
2302,3251,3,1
2303,3253,1,0
2304,3254,1,0
2305,3256,1,1
2306,3259,1,0
2307,3260,2,0
2308,3261,2,0
2309,3264,1,0
2310,3266,1,0
2311,3268,1,0
2312,3279,1,0
2313,3285,2,1
2314,3290,2,0
2315,3295,1,0
2316,3296,2,0
2317,3299,1,0
2318,3300,1,0
2319,3301,1,0
2320,3304,2,1
2321,3307,1,0
2322,3311,1,0
2323,3313,2,0
2324,3319,1,0
2325,3324,2,0
2326,3325,2,1
2327,3326,1,0
2328,3327,1,0
2329,3333,1,0
2330,3334,2,0
2331,3336,1,0
2332,3340,1,0
2333,3341,1,0
2334,3343,1,0
2335,3344,1,0
2336,3346,2,0
2337,3347,2,0
2338,3349,1,0
2339,3351,1,1
2340,3354,1,0
2341,3355,1,0
2342,3356,1,0
2343,3359,1,0
2344,3363,1,1
2345,3364,2,0
2346,3365,1,1
2347,3367,2,0
2348,3368,2,0
2349,3372,1,0
2350,3373,1,0
2351,3375,1,0
2352,3376,1,0
2353,3379,1,0
2354,3386,1,0
2355,3387,1,0
2356,3390,1,0
2357,3393,1,0
2358,3398,2,0
2359,3399,1,0
2360,3401,2,0
2361,3405,1,0
2362,3409,1,0
2363,3412,1,0
2364,3413,1,0
2365,3414,1,0
2366,3416,2,0
2367,3418,1,0
2368,3421,1,1
2369,3428,1,0
2370,3430,1,0
2371,3431,1,0
2372,3432,2,0
2373,3434,2,0
2374,3436,2,0
2375,3439,1,1
2376,3442,1,0
2377,3449,3,0
2378,3453,1,0
2379,3455,1,0
2380,3456,1,0
2381,3461,2,0
2382,3462,1,1
2383,3464,3,0
2384,3466,1,1
2385,3468,1,0
2386,3471,1,0
2387,3477,1,1
2388,3478,1,0
2389,3483,2,0
2390,3484,2,0
2391,3485,1,0
2392,3487,1,0
2393,3488,1,0
2394,3490,1,0
2395,3492,2,0
2396,3493,1,1
2397,3495,1,0
2398,3497,1,0
2399,3498,1,0
2400,3503,1,0
2401,3505,1,0
2402,3509,1,0
2403,3511,1,1
2404,3512,1,0
2405,3513,1,0
2406,3516,1,0
2407,3518,2,1
2408,3520,1,0
2409,3521,1,0
2410,3524,1,0
2411,3527,1,0
2412,3532,1,0
2413,3533,1,0
2414,3535,2,1
2415,3539,1,0
2416,3540,2,0
2417,3541,1,0
2418,3543,2,0
2419,3549,1,0
2420,3550,2,0
2421,3553,1,0
2422,3558,1,0
2423,3562,2,0
2424,3568,1,0
2425,3569,2,0
2426,3575,1,0
2427,3578,2,0
2428,3584,1,0
2429,3585,1,0
2430,3586,1,0
2431,3587,1,0
2432,3588,1,0
2433,3591,1,0
2434,3603,1,0
2435,3604,1,0
2436,3605,1,1
2437,3607,1,0
2438,3608,1,0
2439,3615,1,0
2440,3619,1,0
2441,3620,1,0
2442,3622,1,0
2443,3623,1,0
2444,3627,1,0
2445,3628,2,0
2446,3630,1,0
2447,3636,2,0
2448,3637,1,0
2449,3643,2,0
2450,3646,1,0
2451,3647,1,0
2452,3649,1,0
2453,3650,2,0
2454,3651,1,0
2455,3653,1,0
2456,3654,1,0
2457,3655,1,0
2458,3659,1,0
2459,3660,1,0
2460,3666,1,0
2461,3667,2,0
2462,3677,1,0
2463,3681,2,1
2464,3682,1,0
2465,3687,2,0
2466,3689,1,0
2467,3690,1,0
2468,3692,1,0
2469,3696,2,1
2470,3698,2,0
2471,3699,2,0
2472,3705,1,0
2473,3709,1,0
2474,3710,1,0
2475,3715,1,0
2476,3717,3,0
2477,3725,1,0
2478,3726,1,0
2479,3727,1,0
2480,3729,1,0
2481,3733,1,0
2482,3735,1,0
2483,3737,1,0
2484,3742,1,0
2485,3743,1,0
2486,3748,2,1
2487,3750,2,1
2488,3751,1,0
2489,3752,1,0
2490,3753,1,0
2491,3754,1,0
2492,3757,1,0
2493,3762,1,0
2494,3767,1,0
2495,3771,1,0
2496,3772,1,0
2497,3774,1,0
2498,3775,1,0
2499,3776,2,0
2500,3779,1,0
2501,3780,2,0
2502,3785,1,0
2503,3788,1,0
2504,3790,1,0
2505,3791,1,1
2506,3795,1,0
2507,3800,1,0
2508,3801,2,0
2509,3802,1,0
2510,3803,2,1
2511,3806,1,0
2512,3808,1,0
2513,3809,1,1
2514,3814,1,1
2515,3818,2,0
2516,3820,1,0
2517,3821,1,0
2518,3823,1,0
2519,3824,1,1
2520,3825,1,0
2521,3826,1,0
2522,3829,1,1
2523,3830,1,0
2524,3831,1,0
2525,3832,1,0
2526,3839,1,0
2527,3842,2,1
2528,3843,1,1
2529,3846,1,0
2530,3848,1,0
2531,3860,1,0
2532,3862,1,0
2533,3865,1,0
2534,3866,1,0
2535,3869,1,0
2536,3871,1,0
2537,3873,1,0
2538,3876,1,0
2539,3878,2,0
2540,3882,2,0
2541,3887,1,0
2542,3892,1,0
2543,3894,1,0
2544,3896,1,0
2545,3897,1,0
2546,3898,1,0
2547,3903,1,0
2548,3904,1,0
2549,3912,1,0
2550,3913,1,0
2551,3915,1,0
2552,3916,1,0
2553,3918,1,0
2554,3920,2,1
2555,3922,1,0
2556,3925,1,0
2557,3932,2,0
2558,3935,1,0
2559,3937,1,0
2560,3946,1,0
2561,3950,1,0
2562,3951,1,0
2563,3952,1,1
2564,3953,1,0
2565,3954,1,0
2566,3974,1,0
2567,3978,1,0
2568,3979,1,0
2569,3980,1,0
2570,3983,1,0
2571,3990,1,0
2572,3994,2,0
2573,4002,1,0
2574,4006,1,0
2575,4008,1,0
2576,4011,1,0
2577,4012,1,0
2578,4013,1,0
2579,4014,1,0
2580,4017,1,0
2581,4021,1,0
2582,4023,1,0
2583,4025,1,0
2584,4028,1,0
2585,4030,2,0
2586,4033,1,0
2587,4039,1,0
2588,4044,1,0
2589,4045,2,0
2590,4046,1,0
2591,4050,1,0
2592,4057,1,0
2593,4058,2,0
2594,4062,2,0
2595,4064,1,0
2596,4068,1,0
2597,4076,1,0
2598,4077,1,1
2599,4079,1,0
2600,4086,2,0
2601,4099,1,0
2602,4100,1,0
2603,4101,1,0
2604,4105,2,0
2605,4106,1,0
2606,4113,1,0
2607,4122,1,0
2608,4125,1,0
2609,4128,1,1
2610,4130,1,0
2611,4134,1,0
2612,4135,1,0
2613,4137,1,0
2614,4143,1,0
2615,4144,2,0
2616,4145,1,0
2617,4146,1,0
2618,4147,1,1
2619,4150,1,0
2620,4155,1,0
2621,4163,1,0
2622,4169,1,1
2623,4175,1,0
2624,4176,1,0
2625,4177,1,0
2626,4179,1,0
2627,4182,1,1
2628,4184,1,0
2629,4185,2,0
2630,4186,2,0
2631,4187,1,1
2632,4190,1,0
2633,4191,1,0
2634,4203,1,0
2635,4207,1,0
2636,4209,1,0
2637,4212,1,0
2638,4222,1,1
2639,4227,1,0
2640,4228,1,0
2641,4232,1,0
2642,4233,1,0
2643,4235,1,0
2644,4236,1,0
2645,4239,3,0
2646,4241,1,0
2647,4244,1,0
2648,4252,2,1
2649,4253,1,0
2650,4256,2,0
2651,4257,1,0
2652,4266,1,0
2653,4269,2,0
2654,4270,1,1
2655,4276,1,0
2656,4278,1,0
2657,4281,1,0
2658,4282,1,0
2659,4283,1,0
2660,4290,1,0
2661,4295,1,0
2662,4296,2,0
2663,4300,1,0
2664,4302,2,0
2665,4303,2,0
2666,4312,1,0
2667,4315,1,0
2668,4317,1,0
2669,4323,1,0
2670,4324,1,0
2671,4326,4,0
2672,4327,1,0
2673,4328,1,0
2674,4330,2,0
2675,4346,2,0
2676,4350,1,1
2677,4359,1,0
2678,4360,1,0
2679,4362,1,0
2680,4364,1,0
2681,4370,1,1
2682,4371,2,0
2683,4374,1,0
2684,4375,1,0
2685,4376,1,0
2686,4381,1,0
2687,4390,1,0
2688,4391,1,0
2689,4395,1,0
2690,4405,1,0
2691,4411,1,0
2692,4416,1,0
2693,4429,1,0
2694,4430,1,0
2695,4431,1,0
2696,4432,2,0
2697,4433,1,0
2698,4436,1,0
2699,4443,1,0
2700,4444,1,0
2701,4445,1,0
2702,4450,2,1
2703,4453,1,0
2704,4454,1,0
2705,4464,1,0
2706,4468,1,0
2707,4471,1,0
2708,4474,1,0
2709,4481,1,0
2710,4486,1,0
2711,4488,1,0
2712,4489,1,0
2713,4495,2,0
2714,4498,1,0
2715,4503,1,0
2716,4505,2,0
2717,4507,1,0
2718,4508,1,0
2719,4510,1,1
2720,4512,1,0
2721,4513,1,0
2722,4516,1,0
2723,4522,1,1
2724,4525,1,0
2725,4530,2,0
2726,4532,1,0
2727,4538,1,0
2728,4543,1,0
2729,4548,1,1
2730,4563,1,0
2731,4570,1,0
2732,4572,2,0
2733,4576,2,0
2734,4577,1,0
2735,4578,1,1
2736,4580,1,0
2737,4584,1,0
2738,4588,1,0
2739,4589,1,0
2740,4591,1,0
2741,4594,2,0
2742,4595,1,0
2743,4598,2,0
2744,4602,1,0
2745,4604,1,1
2746,4607,1,0
2747,4615,1,0
2748,4617,1,0
2749,4628,1,0
2750,4633,1,0
2751,4635,1,0
2752,4637,1,0
2753,4645,1,0
2754,4646,1,0
2755,4647,1,0
2756,4649,1,0
2757,4650,1,0
2758,4653,1,0
2759,4661,1,1
2760,4670,1,0
2761,4672,1,0
2762,4673,1,0
2763,4675,1,0
2764,4681,1,0
2765,4682,1,0
2766,4685,1,0
2767,4688,1,0
2768,4691,1,0
2769,4695,1,0
2770,4696,1,1
2771,4698,1,0
2772,4702,1,1
2773,4703,1,1
2774,4705,1,0
2775,4711,1,0
2776,4714,1,0
2777,4715,2,2
2778,4720,1,0
2779,4724,1,0
2780,4738,1,0
2781,4743,1,0
2782,4750,1,0
2783,4752,1,0
2784,4753,3,0
2785,4756,1,0
2786,4762,1,0
2787,4769,1,0
2788,4771,1,0
2789,4772,1,0
2790,4774,1,0
2791,4784,2,0
2792,4796,1,1
2793,4800,1,0
2794,4802,2,0
2795,4804,1,0
2796,4805,1,0
2797,4809,1,0
2798,4810,1,0
2799,4815,1,0
2800,4817,1,0
2801,4823,1,0
2802,4827,1,0
2803,4832,1,0
2804,4838,1,0
2805,4840,1,0
2806,4843,1,0
2807,4845,2,1
2808,4851,1,0
2809,4854,1,0
2810,4857,2,0
2811,4863,1,0
2812,4880,1,1
2813,4883,1,0
2814,4891,1,0
2815,4895,1,0
2816,4902,1,0
2817,4913,1,0
2818,4914,1,0
2819,4916,1,0
2820,4922,1,0
2821,4925,2,0
2822,4928,1,0
2823,4929,1,0
2824,4931,1,1
2825,4943,1,0
2826,4949,1,0
2827,4951,1,0
2828,4969,1,0
2829,4973,1,0
2830,4975,1,0
2831,4978,1,1
2832,4987,1,0
2833,4988,1,0
2834,5000,1,0
2835,5002,2,0
2836,5004,1,0
2837,5006,2,0
2838,5008,1,1
2839,5010,1,0
2840,5012,1,0
2841,5014,1,0
2842,5022,1,0
2843,5030,1,0
2844,5036,1,0
2845,5037,1,0
2846,5038,1,0
2847,5039,1,1
2848,5042,1,0
2849,5046,1,0
2850,5047,1,0
2851,5048,1,0
2852,5056,1,0
2853,5067,1,0
2854,5077,1,0
2855,5078,1,1
2856,5079,1,0
2857,5082,1,0
2858,5087,1,0
2859,5098,1,0
2860,5104,1,0
2861,5110,1,0
2862,5119,1,1
2863,5129,1,0
2864,5130,1,0
2865,5134,2,0
2866,5147,1,0
2867,5148,1,0
2868,5149,1,0
2869,5161,1,0
2870,5162,1,0
2871,5164,1,0
2872,5166,1,0
2873,5177,1,0
2874,5179,1,0
2875,5180,1,0
2876,5183,1,0
2877,5192,1,0
2878,5197,1,0
2879,5199,1,0
2880,5204,1,0
2881,5209,1,0
2882,5210,1,0
2883,5213,1,0
2884,5223,1,0
2885,5227,1,0
2886,5229,1,0
2887,5230,1,1
2888,5232,1,0
2889,5235,1,0
2890,5239,1,0
2891,5241,1,0
2892,5243,1,0
2893,5246,1,0
2894,5250,1,0
2895,5258,1,1
2896,5263,1,0
2897,5265,1,0
2898,5270,2,0
2899,5271,1,0
2900,5272,1,0
2901,5274,1,0
2902,5277,1,0
2903,5280,1,0
2904,5283,1,0
2905,5285,1,0
2906,5286,1,0
2907,5297,1,0
2908,5299,1,0
2909,5301,1,0
2910,5310,1,0
2911,5311,1,0
2912,5321,1,0
2913,5322,1,0
2914,5323,1,0
2915,5325,1,0
2916,5332,1,0
2917,5335,1,0
2918,5341,1,0
2919,5343,1,0
2920,5344,1,0
2921,5347,1,0
2922,5349,1,0
2923,5350,1,0
2924,5354,1,0
2925,5357,1,0
2926,5363,1,0
2927,5364,1,0
2928,5380,1,0
2929,5385,2,1
2930,5388,1,0
2931,5393,1,0
2932,5397,1,1
2933,5403,1,1
2934,5405,1,0
2935,5407,2,0
2936,5411,1,0
2937,5415,1,0
2938,5425,1,0
2939,5428,1,0
2940,5431,1,0
2941,5433,1,0
2942,5445,1,0
2943,5446,1,0
2944,5449,1,0
2945,5450,1,0
2946,5456,1,0
2947,5461,1,0
2948,5462,1,0
2949,5464,1,0
2950,5493,1,0
2951,5497,1,0
2952,5498,1,0
2953,5506,1,0
2954,5511,1,0
2955,5531,2,0
2956,5532,1,0
2957,5534,1,0
2958,5541,1,0
2959,5544,1,0
2960,5545,1,1
2961,5554,1,0
2962,5562,1,0
2963,5575,1,0
2964,5576,1,0
2965,5580,1,0
2966,5582,1,0
2967,5583,1,0
2968,5585,1,0
2969,5588,1,0
2970,5596,2,0
2971,5601,1,0
2972,5604,1,0
2973,5616,1,0
2974,5617,1,0
2975,5619,1,0
2976,5631,1,0
2977,5647,1,0
